,alter_j,alter_k,relationship
263.0,10,29,Sí
264.0,11,12,Quizás
265.0,11,13,No
266.0,11,14,Quizás
267.0,11,15,No
268.0,11,16,Quizás
269.0,11,17,Sí
270.0,11,18,Quizás
271.0,11,19,Sí
272.0,11,20,Quizás
273.0,11,21,No
274.0,11,22,Sí
275.0,11,23,Quizás
276.0,11,24,Sí
277.0,11,25,Quizás
278.0,11,26,Sí
279.0,11,27,No
280.0,11,28,Quizás
281.0,11,29,No
282.0,12,13,Quizás
283.0,12,14,Sí
284.0,12,15,Quizás
285.0,12,16,Sí
286.0,12,17,Quizás
287.0,12,18,No
288.0,12,19,Quizás
289.0,12,20,Sí
290.0,12,21,Quizás
291.0,12,22,Quizás
292.0,12,23,Quizás
293.0,12,24,No
294.0,12,25,Sí
295.0,12,26,Quizás
296.0,12,27,Sí
297.0,12,28,Quizás
298.0,12,29,No
299.0,13,14,Quizás
300.0,13,15,No
301.0,13,16,Sí
302.0,13,17,Quizás
303.0,13,18,Sí
304.0,13,19,Quizás
305.0,13,20,No
306.0,13,21,Quizás
307.0,13,22,No
308.0,13,23,Quizás
309.0,13,24,Sí
310.0,13,25,Quizás
311.0,13,26,Sí
312.0,13,27,Quizás
313.0,13,28,No
314.0,13,29,Quizás
315.0,14,15,No
316.0,14,16,Quizás
317.0,14,17,Sí
318.0,14,18,Quizás
319.0,14,19,Sí
320.0,14,20,Quizás
321.0,14,21,No
322.0,14,22,Quizás
323.0,14,23,No
324.0,14,24,Quizás
325.0,14,25,Quizás
326.0,14,26,No
327.0,14,27,Quizás
328.0,14,28,Quizás
329.0,14,29,Sí
330.0,15,16,Sí
331.0,15,17,Sí
332.0,15,18,Quizás
333.0,15,19,Sí
334.0,15,20,Quizás
335.0,15,21,Sí
336.0,15,22,Quizás
337.0,15,23,Sí
338.0,15,24,Sí
339.0,15,25,Quizás
340.0,15,26,No
341.0,15,27,Quizás
342.0,15,28,Sí
343.0,15,29,Sí
344.0,16,17,No
345.0,16,18,Quizás
346.0,16,19,Quizás
347.0,16,20,No
348.0,16,21,No
349.0,16,22,No
350.0,16,23,No
351.0,16,24,Quizás
352.0,16,25,Sí
353.0,16,26,Quizás
354.0,16,27,Sí
355.0,16,28,No
356.0,16,29,Quizás
357.0,17,18,Quizás
358.0,17,19,No
359.0,17,20,Quizás
360.0,17,21,Sí
361.0,17,22,Quizás
362.0,17,23,No
363.0,17,24,No
364.0,17,25,Sí
365.0,17,26,Quizás
366.0,17,27,Sí
367.0,17,28,Quizás
368.0,17,29,No
369.0,18,19,No
370.0,18,20,No
371.0,18,21,No
372.0,18,22,No
373.0,18,23,Quizás
374.0,18,24,No
375.0,18,25,Quizás
376.0,18,26,No
377.0,18,27,No
378.0,18,28,Quizás
379.0,18,29,No
380.0,19,20,Quizás
381.0,19,21,Quizás
382.0,19,22,Sí
383.0,19,23,Sí
384.0,19,24,Sí
385.0,19,25,Sí
386.0,19,26,No
387.0,19,27,No
388.0,19,28,Quizás
389.0,19,29,No
390.0,20,21,Quizás
391.0,20,22,Sí
392.0,20,23,Sí
393.0,20,24,Sí
394.0,20,25,Sí
395.0,20,26,Quizás
396.0,20,27,Sí
397.0,20,28,Quizás
398.0,20,29,Sí
399.0,21,22,Quizás
400.0,21,23,Sí
401.0,21,24,Quizás
402.0,21,25,No
403.0,21,26,No
404.0,21,27,No
405.0,21,28,No
406.0,21,29,No
407.0,22,23,No
408.0,22,24,Quizás
409.0,22,25,Quizás
410.0,22,26,Sí
411.0,22,27,Sí
412.0,22,28,Sí
413.0,22,29,Sí
414.0,23,24,Sí
415.0,23,25,Quizás
416.0,23,26,Sí
417.0,23,27,No
418.0,23,28,No
419.0,23,29,No
420.0,24,25,Quizás
421.0,24,26,No
422.0,24,27,Quizás
423.0,24,28,Sí
424.0,24,29,Sí
425.0,25,26,Sí
426.0,25,27,Quizás
427.0,25,28,Sí
428.0,25,29,Quizás
429.0,26,27,No
430.0,26,28,Quizás
431.0,26,29,Sí
432.0,27,28,Sí
433.0,27,29,Sí
434.0,28,29,Sí
